architecture,start_type,operation,language,memory_size,execution_time_ms,max_memory_usage_mb,init_duration_ms,billed_duration_ms
x86,cold,aes256_encrypt,rust,1769,28.62,30,0.0,29
x86,cold,aes256_encrypt,rust,1769,23.3,30,0.0,24
arm,cold,aes256_encrypt,rust,1769,124.42,28,44.16,169
arm,cold,aes256_encrypt,rust,1769,24.92,29,0.0,25
arm,cold,aes256_encrypt,rust,1769,21.7,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,20.63,29,0.0,21
arm,cold,aes256_encrypt,rust,1769,20.18,29,0.0,21
arm,cold,aes256_encrypt,rust,1769,24.09,29,0.0,25
arm,cold,aes256_encrypt,rust,1769,21.78,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,20.87,29,0.0,21
arm,cold,aes256_encrypt,rust,1769,24.36,29,0.0,25
arm,cold,aes256_encrypt,rust,1769,21.62,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,22.03,29,0.0,23
arm,cold,aes256_encrypt,rust,1769,21.14,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,25.04,29,0.0,26
arm,cold,aes256_encrypt,rust,1769,21.68,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,24.01,29,0.0,25
arm,cold,aes256_encrypt,rust,1769,21.55,29,0.0,22
arm,cold,aes256_encrypt,rust,1769,19.36,31,0.0,20
arm,cold,aes256_encrypt,rust,1769,20.26,31,0.0,21
arm,cold,aes256_encrypt,rust,1769,21.87,31,0.0,22
arm,cold,aes256_encrypt,rust,1769,23.93,31,0.0,24
arm,cold,aes256_encrypt,rust,1769,22.13,31,0.0,23
arm,cold,aes256_encrypt,rust,1769,20.23,31,0.0,21
arm,cold,aes256_encrypt,rust,1769,20.66,31,0.0,21
arm,cold,aes256_encrypt,rust,1769,19.41,31,0.0,20
arm,cold,aes256_encrypt,rust,1769,20.43,31,0.0,21
arm,cold,aes256_encrypt,rust,1769,21.94,31,0.0,22
arm,cold,aes256_encrypt,rust,1769,22.17,31,0.0,23
arm,cold,aes256_encrypt,rust,1769,20.54,31,0.0,21
arm,cold,aes256_encrypt,rust,1769,21.18,31,0.0,22
arm,cold,aes256_encrypt,rust,1769,22.37,31,0.0,23
x86,cold,aes256_encrypt,rust,3008,74.61,28,58.47,134
x86,cold,aes256_encrypt,rust,3008,20.74,28,0.0,21
x86,cold,aes256_encrypt,rust,3008,22.54,29,0.0,23
x86,cold,aes256_encrypt,rust,3008,23.98,29,0.0,24
x86,cold,aes256_encrypt,rust,3008,21.26,29,0.0,22
x86,cold,aes256_encrypt,rust,3008,23.37,29,0.0,24
x86,cold,aes256_encrypt,rust,3008,23.28,29,0.0,24
x86,cold,aes256_encrypt,rust,3008,22.5,29,0.0,23
x86,cold,aes256_encrypt,rust,3008,23.32,29,0.0,24
x86,cold,aes256_encrypt,rust,3008,21.68,29,0.0,22
x86,cold,aes256_encrypt,rust,3008,24.54,29,0.0,25
x86,cold,aes256_encrypt,rust,3008,23.64,29,0.0,24
x86,cold,aes256_encrypt,rust,3008,22.9,29,0.0,23
x86,cold,aes256_encrypt,rust,3008,21.89,29,0.0,22
x86,cold,aes256_encrypt,rust,3008,22.1,30,0.0,23
x86,cold,aes256_encrypt,rust,3008,21.03,30,0.0,22
x86,cold,aes256_encrypt,rust,3008,22.64,30,0.0,23
x86,cold,aes256_encrypt,rust,3008,21.14,30,0.0,22
x86,cold,aes256_encrypt,rust,3008,24.1,30,0.0,25
x86,cold,aes256_encrypt,rust,3008,24.5,30,0.0,25
x86,cold,aes256_encrypt,rust,3008,23.9,30,0.0,24
x86,cold,aes256_encrypt,rust,3008,22.23,30,0.0,23
x86,cold,aes256_encrypt,rust,3008,23.29,30,0.0,24
x86,cold,aes256_encrypt,rust,3008,24.17,30,0.0,25
x86,cold,aes256_encrypt,rust,3008,22.77,30,0.0,23
x86,cold,aes256_encrypt,rust,3008,22.21,30,0.0,23
x86,cold,aes256_encrypt,rust,3008,24.13,30,0.0,25
x86,cold,aes256_encrypt,rust,3008,24.85,30,0.0,25
x86,cold,aes256_encrypt,rust,3008,23.5,30,0.0,24
x86,cold,aes256_encrypt,rust,3008,23.22,30,0.0,24
arm,cold,aes256_encrypt,rust,3008,59.86,29,47.07,107
arm,cold,aes256_encrypt,rust,3008,21.55,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,20.3,29,0.0,21
arm,cold,aes256_encrypt,rust,3008,22.56,29,0.0,23
arm,cold,aes256_encrypt,rust,3008,21.14,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,21.78,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,12.41,29,0.0,13
arm,cold,aes256_encrypt,rust,3008,21.87,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,20.37,29,0.0,21
arm,cold,aes256_encrypt,rust,3008,21.95,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,19.74,29,0.0,20
arm,cold,aes256_encrypt,rust,3008,21.37,29,0.0,22
arm,cold,aes256_encrypt,rust,3008,20.43,29,0.0,21
arm,cold,aes256_encrypt,rust,3008,24.19,30,0.0,25
arm,cold,aes256_encrypt,rust,3008,23.22,30,0.0,24
arm,cold,aes256_encrypt,rust,3008,24.52,30,0.0,25
arm,cold,aes256_encrypt,rust,3008,23.21,30,0.0,24
arm,cold,aes256_encrypt,rust,3008,21.87,30,0.0,22
arm,cold,aes256_encrypt,rust,3008,24.94,30,0.0,25
arm,cold,aes256_encrypt,rust,3008,22.86,30,0.0,23
arm,cold,aes256_encrypt,rust,3008,23.38,30,0.0,24
arm,cold,aes256_encrypt,rust,3008,21.68,30,0.0,22
arm,cold,aes256_encrypt,rust,3008,21.63,32,0.0,22
arm,cold,aes256_encrypt,rust,3008,22.45,32,0.0,23
arm,cold,aes256_encrypt,rust,3008,23.02,32,0.0,24
arm,cold,aes256_encrypt,rust,3008,23.0,32,0.0,23
arm,cold,aes256_encrypt,rust,3008,23.98,32,0.0,24
arm,cold,aes256_encrypt,rust,3008,23.3,32,0.0,24
arm,cold,aes256_encrypt,rust,3008,20.67,32,0.0,21
arm,cold,aes256_encrypt,rust,3008,22.02,32,0.0,23
x86,cold,ecc256_sign,rust,128,558.42,25,49.28,608
x86,cold,ecc256_sign,rust,128,21.67,25,0.0,22
x86,cold,ecc256_sign,rust,128,22.75,25,0.0,23
x86,cold,ecc256_sign,rust,128,26.22,25,0.0,27
x86,cold,ecc256_sign,rust,128,37.56,25,0.0,38
x86,cold,ecc256_sign,rust,128,27.97,25,0.0,28
x86,cold,ecc256_sign,rust,128,29.75,26,0.0,30
x86,cold,ecc256_sign,rust,128,33.43,26,0.0,34
x86,cold,ecc256_sign,rust,128,24.42,26,0.0,25
x86,cold,ecc256_sign,rust,128,24.82,26,0.0,25
x86,cold,ecc256_sign,rust,128,24.64,26,0.0,25
x86,cold,ecc256_sign,rust,128,30.11,26,0.0,31
x86,cold,ecc256_sign,rust,128,35.92,26,0.0,36
x86,cold,ecc256_sign,rust,128,39.56,26,0.0,40
x86,cold,ecc256_sign,rust,128,22.25,26,0.0,23
x86,cold,ecc256_sign,rust,128,30.95,26,0.0,31
x86,cold,ecc256_sign,rust,128,21.79,26,0.0,22
x86,cold,ecc256_sign,rust,128,21.12,26,0.0,22
x86,cold,ecc256_sign,rust,128,31.92,26,0.0,32
x86,cold,ecc256_sign,rust,128,36.37,26,0.0,37
x86,cold,ecc256_sign,rust,128,21.26,26,0.0,22
x86,cold,ecc256_sign,rust,128,35.49,26,0.0,36
x86,cold,ecc256_sign,rust,128,25.56,26,0.0,26
x86,cold,ecc256_sign,rust,128,38.06,26,0.0,39
x86,cold,ecc256_sign,rust,128,21.23,26,0.0,22
x86,cold,ecc256_sign,rust,128,35.49,26,0.0,36
x86,cold,ecc256_sign,rust,128,28.43,26,0.0,29
x86,cold,ecc256_sign,rust,128,31.92,26,0.0,32
x86,cold,ecc256_sign,rust,128,31.59,26,0.0,32
x86,cold,ecc256_sign,rust,128,31.37,26,0.0,32
arm,cold,ecc256_sign,rust,128,398.55,23,41.88,441
arm,cold,ecc256_sign,rust,128,23.06,23,0.0,24
arm,cold,ecc256_sign,rust,128,38.8,23,0.0,39
arm,cold,ecc256_sign,rust,128,29.11,23,0.0,30
arm,cold,ecc256_sign,rust,128,24.48,23,0.0,25
arm,cold,ecc256_sign,rust,128,32.36,23,0.0,33
arm,cold,ecc256_sign,rust,128,24.88,23,0.0,25
arm,cold,ecc256_sign,rust,128,37.75,23,0.0,38
arm,cold,ecc256_sign,rust,128,28.44,24,0.0,29
arm,cold,ecc256_sign,rust,128,37.8,24,0.0,38
arm,cold,ecc256_sign,rust,128,34.51,24,0.0,35
arm,cold,ecc256_sign,rust,128,28.23,24,0.0,29
arm,cold,ecc256_sign,rust,128,23.23,24,0.0,24
arm,cold,ecc256_sign,rust,128,31.66,24,0.0,32
arm,cold,ecc256_sign,rust,128,22.93,24,0.0,23
arm,cold,ecc256_sign,rust,128,36.17,24,0.0,37
arm,cold,ecc256_sign,rust,128,26.3,24,0.0,27
arm,cold,ecc256_sign,rust,128,35.09,24,0.0,36
arm,cold,ecc256_sign,rust,128,25.72,24,0.0,26
arm,cold,ecc256_sign,rust,128,31.57,24,0.0,32
arm,cold,ecc256_sign,rust,128,37.55,24,0.0,38
arm,cold,ecc256_sign,rust,128,37.69,24,0.0,38
arm,cold,ecc256_sign,rust,128,26.31,24,0.0,27
arm,cold,ecc256_sign,rust,128,35.58,24,0.0,36
arm,cold,ecc256_sign,rust,128,33.18,24,0.0,34
arm,cold,ecc256_sign,rust,128,23.4,24,0.0,24
arm,cold,ecc256_sign,rust,128,30.75,25,0.0,31
arm,cold,ecc256_sign,rust,128,26.74,25,0.0,27
arm,cold,ecc256_sign,rust,128,23.01,25,0.0,24
arm,cold,ecc256_sign,rust,128,42.59,25,0.0,43
x86,cold,ecc256_sign,rust,512,132.13,25,52.02,185
x86,cold,ecc256_sign,rust,512,22.72,25,0.0,23
x86,cold,ecc256_sign,rust,512,24.65,25,0.0,25
x86,cold,ecc256_sign,rust,512,22.95,25,0.0,23
x86,cold,ecc256_sign,rust,512,24.85,25,0.0,25
x86,cold,ecc256_sign,rust,512,23.54,25,0.0,24
x86,cold,ecc256_sign,rust,512,25.21,25,0.0,26
x86,cold,ecc256_sign,rust,512,24.78,26,0.0,25
x86,cold,ecc256_sign,rust,512,21.53,26,0.0,22
x86,cold,ecc256_sign,rust,512,25.46,26,0.0,26
x86,cold,ecc256_sign,rust,512,23.86,26,0.0,24
x86,cold,ecc256_sign,rust,512,21.83,26,0.0,22
x86,cold,ecc256_sign,rust,512,20.9,26,0.0,21
x86,cold,ecc256_sign,rust,512,11.96,26,0.0,12
x86,cold,ecc256_sign,rust,512,23.39,26,0.0,24
x86,cold,ecc256_sign,rust,512,22.46,26,0.0,23
x86,cold,ecc256_sign,rust,512,22.48,26,0.0,23
x86,cold,ecc256_sign,rust,512,26.81,26,0.0,27
x86,cold,ecc256_sign,rust,512,24.7,26,0.0,25
x86,cold,ecc256_sign,rust,512,24.52,26,0.0,25
x86,cold,ecc256_sign,rust,512,25.08,26,0.0,26
x86,cold,ecc256_sign,rust,512,22.94,26,0.0,23
x86,cold,ecc256_sign,rust,512,22.43,26,0.0,23
x86,cold,ecc256_sign,rust,512,24.04,26,0.0,25
x86,cold,ecc256_sign,rust,512,24.15,26,0.0,25
x86,cold,ecc256_sign,rust,512,21.66,26,0.0,22
x86,cold,ecc256_sign,rust,512,22.1,26,0.0,23
x86,cold,ecc256_sign,rust,512,21.68,26,0.0,22
x86,cold,ecc256_sign,rust,512,24.18,26,0.0,25
x86,cold,ecc256_sign,rust,512,22.0,26,0.0,23
arm,cold,ecc256_sign,rust,512,96.89,25,40.57,138
arm,cold,ecc256_sign,rust,512,20.35,26,0.0,21
arm,cold,ecc256_sign,rust,512,20.43,26,0.0,21
arm,cold,ecc256_sign,rust,512,19.83,26,0.0,20
arm,cold,ecc256_sign,rust,512,21.19,26,0.0,22
arm,cold,ecc256_sign,rust,512,21.41,26,0.0,22
arm,cold,ecc256_sign,rust,512,21.39,26,0.0,22
arm,cold,ecc256_sign,rust,512,21.99,26,0.0,22
arm,cold,ecc256_sign,rust,512,24.58,26,0.0,25
arm,cold,ecc256_sign,rust,512,22.7,26,0.0,23
arm,cold,ecc256_sign,rust,512,20.63,26,0.0,21
arm,cold,ecc256_sign,rust,512,25.01,26,0.0,26
arm,cold,ecc256_sign,rust,512,22.85,26,0.0,23
arm,cold,ecc256_sign,rust,512,25.96,26,0.0,26
arm,cold,ecc256_sign,rust,512,20.07,27,0.0,21
arm,cold,ecc256_sign,rust,512,26.38,27,0.0,27
arm,cold,ecc256_sign,rust,512,21.77,27,0.0,22
arm,cold,ecc256_sign,rust,512,26.87,27,0.0,27
arm,cold,ecc256_sign,rust,512,20.42,27,0.0,21
arm,cold,ecc256_sign,rust,512,26.56,27,0.0,27
arm,cold,ecc256_sign,rust,512,23.61,27,0.0,24
arm,cold,ecc256_sign,rust,512,21.19,27,0.0,22
arm,cold,ecc256_sign,rust,512,22.78,27,0.0,23
arm,cold,ecc256_sign,rust,512,20.25,27,0.0,21
arm,cold,ecc256_sign,rust,512,24.56,27,0.0,25
arm,cold,ecc256_sign,rust,512,20.55,27,0.0,21
arm,cold,ecc256_sign,rust,512,22.97,27,0.0,23
arm,cold,ecc256_sign,rust,512,20.65,27,0.0,21
arm,cold,ecc256_sign,rust,512,22.53,27,0.0,23
arm,cold,ecc256_sign,rust,512,24.77,27,0.0,25
x86,cold,ecc256_sign,rust,1024,76.49,24,55.07,132
x86,cold,ecc256_sign,rust,1024,21.16,25,0.0,22
x86,cold,ecc256_sign,rust,1024,24.36,25,0.0,25
x86,cold,ecc256_sign,rust,1024,20.18,25,0.0,21
x86,cold,ecc256_sign,rust,1024,22.89,25,0.0,23
x86,cold,ecc256_sign,rust,1024,25.35,25,0.0,26
x86,cold,ecc256_sign,rust,1024,23.85,25,0.0,24
x86,cold,ecc256_sign,rust,1024,24.87,26,0.0,25
x86,cold,ecc256_sign,rust,1024,29.61,26,0.0,30
x86,cold,ecc256_sign,rust,1024,25.23,26,0.0,26
x86,cold,ecc256_sign,rust,1024,23.3,26,0.0,24
x86,cold,ecc256_sign,rust,1024,14.6,26,0.0,15
x86,cold,ecc256_sign,rust,1024,23.46,26,0.0,24
x86,cold,ecc256_sign,rust,1024,24.44,26,0.0,25
x86,cold,ecc256_sign,rust,1024,20.88,26,0.0,21
x86,cold,ecc256_sign,rust,1024,29.44,26,0.0,30
x86,cold,ecc256_sign,rust,1024,22.27,26,0.0,23
x86,cold,ecc256_sign,rust,1024,22.89,26,0.0,23
x86,cold,ecc256_sign,rust,1024,25.33,26,0.0,26
x86,cold,ecc256_sign,rust,1024,22.45,26,0.0,23
x86,cold,ecc256_sign,rust,1024,23.0,26,0.0,24
x86,cold,ecc256_sign,rust,1024,24.0,26,0.0,25
x86,cold,ecc256_sign,rust,1024,23.81,26,0.0,24
x86,cold,ecc256_sign,rust,1024,24.14,26,0.0,25
x86,cold,ecc256_sign,rust,1024,20.95,26,0.0,21
x86,cold,ecc256_sign,rust,1024,19.13,26,0.0,20
x86,cold,ecc256_sign,rust,1024,22.37,26,0.0,23
x86,cold,ecc256_sign,rust,1024,23.65,26,0.0,24
x86,cold,ecc256_sign,rust,1024,22.58,26,0.0,23
x86,cold,ecc256_sign,rust,1024,21.37,26,0.0,22
arm,cold,ecc256_sign,rust,1024,61.93,27,37.54,100
arm,cold,ecc256_sign,rust,1024,28.71,28,0.0,29
arm,cold,ecc256_sign,rust,1024,26.41,28,0.0,27
arm,cold,ecc256_sign,rust,1024,25.42,28,0.0,26
arm,cold,ecc256_sign,rust,1024,24.3,28,0.0,25
arm,cold,ecc256_sign,rust,1024,24.1,28,0.0,25
arm,cold,ecc256_sign,rust,1024,24.07,28,0.0,25
arm,cold,ecc256_sign,rust,1024,22.01,28,0.0,23
arm,cold,ecc256_sign,rust,1024,22.45,28,0.0,23
arm,cold,ecc256_sign,rust,1024,22.59,28,0.0,23
arm,cold,ecc256_sign,rust,1024,22.32,28,0.0,23
arm,cold,ecc256_sign,rust,1024,25.51,28,0.0,26
arm,cold,ecc256_sign,rust,1024,23.0,28,0.0,24
arm,cold,ecc256_sign,rust,1024,20.56,28,0.0,21
arm,cold,ecc256_sign,rust,1024,20.65,28,0.0,21
arm,cold,ecc256_sign,rust,1024,23.74,28,0.0,24
arm,cold,ecc256_sign,rust,1024,11.65,28,0.0,12
arm,cold,ecc256_sign,rust,1024,20.48,29,0.0,21
arm,cold,ecc256_sign,rust,1024,21.77,29,0.0,22
arm,cold,ecc256_sign,rust,1024,21.44,29,0.0,22
arm,cold,ecc256_sign,rust,1024,22.17,29,0.0,23
arm,cold,ecc256_sign,rust,1024,25.43,29,0.0,26
arm,cold,ecc256_sign,rust,1024,21.27,29,0.0,22
arm,cold,ecc256_sign,rust,1024,23.14,30,0.0,24
arm,cold,ecc256_sign,rust,1024,23.49,30,0.0,24
arm,cold,ecc256_sign,rust,1024,22.54,30,0.0,23
arm,cold,ecc256_sign,rust,1024,21.22,30,0.0,22
arm,cold,ecc256_sign,rust,1024,23.31,30,0.0,24
arm,cold,ecc256_sign,rust,1024,21.06,30,0.0,22
arm,cold,ecc256_sign,rust,1024,22.01,30,0.0,23
x86,cold,ecc256_sign,rust,1769,60.8,25,51.2,112
x86,cold,ecc256_sign,rust,1769,21.45,25,0.0,22
x86,cold,ecc256_sign,rust,1769,22.18,25,0.0,23
x86,cold,ecc256_sign,rust,1769,22.36,25,0.0,23
x86,cold,ecc256_sign,rust,1769,21.12,25,0.0,22
x86,cold,ecc256_sign,rust,1769,23.11,25,0.0,24
x86,cold,ecc256_sign,rust,1769,23.5,26,0.0,24
x86,cold,ecc256_sign,rust,1769,21.36,26,0.0,22
x86,cold,ecc256_sign,rust,1769,21.08,26,0.0,22
x86,cold,ecc256_sign,rust,1769,21.73,26,0.0,22
x86,cold,ecc256_sign,rust,1769,20.2,26,0.0,21
x86,cold,ecc256_sign,rust,1769,21.22,26,0.0,22
x86,cold,ecc256_sign,rust,1769,22.52,26,0.0,23
x86,cold,ecc256_sign,rust,1769,21.07,26,0.0,22
x86,cold,ecc256_sign,rust,1769,22.32,26,0.0,23
x86,cold,ecc256_sign,rust,1769,23.69,26,0.0,24
x86,cold,ecc256_sign,rust,1769,21.3,26,0.0,22
x86,cold,ecc256_sign,rust,1769,25.44,26,0.0,26
x86,cold,ecc256_sign,rust,1769,23.96,26,0.0,24
x86,cold,ecc256_sign,rust,1769,24.86,26,0.0,25
x86,cold,ecc256_sign,rust,1769,22.52,26,0.0,23
x86,cold,ecc256_sign,rust,1769,24.09,26,0.0,25
x86,cold,ecc256_sign,rust,1769,23.45,26,0.0,24
x86,cold,ecc256_sign,rust,1769,21.47,26,0.0,22
x86,cold,ecc256_sign,rust,1769,23.52,26,0.0,24
x86,cold,ecc256_sign,rust,1769,24.69,26,0.0,25
x86,cold,ecc256_sign,rust,1769,23.69,26,0.0,24
x86,cold,ecc256_sign,rust,1769,22.58,26,0.0,23
x86,cold,ecc256_sign,rust,1769,25.01,26,0.0,26
x86,cold,ecc256_sign,rust,1769,23.93,26,0.0,24
arm,cold,ecc256_sign,rust,1769,49.81,25,40.19,91
arm,cold,ecc256_sign,rust,1769,19.73,26,0.0,20
arm,cold,ecc256_sign,rust,1769,21.58,26,0.0,22
arm,cold,ecc256_sign,rust,1769,22.74,26,0.0,23
arm,cold,ecc256_sign,rust,1769,23.35,26,0.0,24
arm,cold,ecc256_sign,rust,1769,29.6,26,0.0,30
arm,cold,ecc256_sign,rust,1769,22.99,26,0.0,23
arm,cold,ecc256_sign,rust,1769,24.57,26,0.0,25
arm,cold,ecc256_sign,rust,1769,24.23,26,0.0,25
arm,cold,ecc256_sign,rust,1769,24.25,26,0.0,25
arm,cold,ecc256_sign,rust,1769,22.94,26,0.0,23
arm,cold,ecc256_sign,rust,1769,24.94,26,0.0,25
arm,cold,ecc256_sign,rust,1769,22.22,26,0.0,23
arm,cold,ecc256_sign,rust,1769,23.73,26,0.0,24
arm,cold,ecc256_sign,rust,1769,26.79,26,0.0,27
arm,cold,ecc256_sign,rust,1769,22.81,26,0.0,23
arm,cold,ecc256_sign,rust,1769,22.48,26,0.0,23
arm,cold,ecc256_sign,rust,1769,23.18,26,0.0,24
arm,cold,ecc256_sign,rust,1769,23.99,26,0.0,24
arm,cold,ecc256_sign,rust,1769,22.08,26,0.0,23
arm,cold,ecc256_sign,rust,1769,23.52,26,0.0,24
arm,cold,ecc256_sign,rust,1769,22.28,27,0.0,23
arm,cold,ecc256_sign,rust,1769,26.2,28,0.0,27
arm,cold,ecc256_sign,rust,1769,22.66,28,0.0,23
arm,cold,ecc256_sign,rust,1769,20.61,28,0.0,21
arm,cold,ecc256_sign,rust,1769,24.84,28,0.0,25
arm,cold,ecc256_sign,rust,1769,22.7,28,0.0,23
arm,cold,ecc256_sign,rust,1769,23.25,28,0.0,24
arm,cold,ecc256_sign,rust,1769,22.58,28,0.0,23
arm,cold,ecc256_sign,rust,1769,23.94,28,0.0,24
x86,cold,ecc256_sign,rust,3008,66.6,24,49.59,117
x86,cold,ecc256_sign,rust,3008,26.45,25,0.0,27
x86,cold,ecc256_sign,rust,3008,26.15,25,0.0,27
x86,cold,ecc256_sign,rust,3008,24.82,25,0.0,25
x86,cold,ecc256_sign,rust,3008,23.66,25,0.0,24
x86,cold,ecc256_sign,rust,3008,25.26,25,0.0,26
x86,cold,ecc256_sign,rust,3008,26.13,25,0.0,27
x86,cold,ecc256_sign,rust,3008,22.9,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.29,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.07,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.7,26,0.0,23
x86,cold,ecc256_sign,rust,3008,25.23,26,0.0,26
x86,cold,ecc256_sign,rust,3008,23.21,26,0.0,24
x86,cold,ecc256_sign,rust,3008,23.13,26,0.0,24
x86,cold,ecc256_sign,rust,3008,25.62,26,0.0,26
x86,cold,ecc256_sign,rust,3008,22.13,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.55,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.57,26,0.0,23
x86,cold,ecc256_sign,rust,3008,20.7,26,0.0,21
x86,cold,ecc256_sign,rust,3008,25.49,26,0.0,26
x86,cold,ecc256_sign,rust,3008,24.62,26,0.0,25
x86,cold,ecc256_sign,rust,3008,20.95,26,0.0,21
x86,cold,ecc256_sign,rust,3008,22.79,26,0.0,23
x86,cold,ecc256_sign,rust,3008,20.93,26,0.0,21
x86,cold,ecc256_sign,rust,3008,20.87,26,0.0,21
x86,cold,ecc256_sign,rust,3008,27.69,26,0.0,28
x86,cold,ecc256_sign,rust,3008,21.21,26,0.0,22
x86,cold,ecc256_sign,rust,3008,21.58,26,0.0,22
x86,cold,ecc256_sign,rust,3008,22.62,26,0.0,23
x86,cold,ecc256_sign,rust,3008,22.0,26,0.0,22
arm,cold,ecc256_sign,rust,3008,51.1,26,41.15,93
arm,cold,ecc256_sign,rust,3008,23.18,26,0.0,24
arm,cold,ecc256_sign,rust,3008,21.36,26,0.0,22
arm,cold,ecc256_sign,rust,3008,20.9,26,0.0,21
arm,cold,ecc256_sign,rust,3008,21.27,26,0.0,22
arm,cold,ecc256_sign,rust,3008,21.71,26,0.0,22
arm,cold,ecc256_sign,rust,3008,25.27,26,0.0,26
arm,cold,ecc256_sign,rust,3008,20.74,26,0.0,21
arm,cold,ecc256_sign,rust,3008,19.46,26,0.0,20
arm,cold,ecc256_sign,rust,3008,18.85,26,0.0,19
arm,cold,ecc256_sign,rust,3008,20.69,26,0.0,21
arm,cold,ecc256_sign,rust,3008,21.14,26,0.0,22
arm,cold,ecc256_sign,rust,3008,23.95,28,0.0,24
arm,cold,ecc256_sign,rust,3008,22.83,28,0.0,23
arm,cold,ecc256_sign,rust,3008,21.91,28,0.0,22
arm,cold,ecc256_sign,rust,3008,21.43,28,0.0,22
arm,cold,ecc256_sign,rust,3008,20.65,28,0.0,21
arm,cold,ecc256_sign,rust,3008,20.98,28,0.0,21
arm,cold,ecc256_sign,rust,3008,22.38,28,0.0,23
arm,cold,ecc256_sign,rust,3008,23.35,28,0.0,24
arm,cold,ecc256_sign,rust,3008,20.96,28,0.0,21
arm,cold,ecc256_sign,rust,3008,19.86,28,0.0,20
arm,cold,ecc256_sign,rust,3008,21.34,28,0.0,22
arm,cold,ecc256_sign,rust,3008,20.06,28,0.0,21
arm,cold,ecc256_sign,rust,3008,22.48,28,0.0,23
arm,cold,ecc256_sign,rust,3008,18.59,28,0.0,19
arm,cold,ecc256_sign,rust,3008,23.37,28,0.0,24
arm,cold,ecc256_sign,rust,3008,32.9,28,0.0,33
arm,cold,ecc256_sign,rust,3008,21.43,28,0.0,22
arm,cold,ecc256_sign,rust,3008,22.62,28,0.0,23
x86,cold,ecc256_verify,rust,128,554.84,25,54.2,610
x86,cold,ecc256_verify,rust,128,25.23,25,0.0,26
x86,cold,ecc256_verify,rust,128,21.38,25,0.0,22
x86,cold,ecc256_verify,rust,128,31.18,25,0.0,32
x86,cold,ecc256_verify,rust,128,22.45,25,0.0,23
x86,cold,ecc256_verify,rust,128,22.82,25,0.0,23
x86,cold,ecc256_verify,rust,128,29.7,25,0.0,30
x86,cold,ecc256_verify,rust,128,25.01,26,0.0,26
x86,cold,ecc256_verify,rust,128,25.78,26,0.0,26
x86,cold,ecc256_verify,rust,128,22.27,26,0.0,23
x86,cold,ecc256_verify,rust,128,37.84,26,0.0,38
x86,cold,ecc256_verify,rust,128,24.66,26,0.0,25
x86,cold,ecc256_verify,rust,128,24.65,26,0.0,25
x86,cold,ecc256_verify,rust,128,32.43,26,0.0,33
x86,cold,ecc256_verify,rust,128,23.06,26,0.0,24
x86,cold,ecc256_verify,rust,128,21.48,26,0.0,22
x86,cold,ecc256_verify,rust,128,22.19,26,0.0,23
x86,cold,ecc256_verify,rust,128,27.49,26,0.0,28
x86,cold,ecc256_verify,rust,128,34.15,26,0.0,35
x86,cold,ecc256_verify,rust,128,23.1,26,0.0,24
x86,cold,ecc256_verify,rust,128,35.83,26,0.0,36
x86,cold,ecc256_verify,rust,128,26.25,26,0.0,27
x86,cold,ecc256_verify,rust,128,22.37,26,0.0,23
x86,cold,ecc256_verify,rust,128,28.13,26,0.0,29
x86,cold,ecc256_verify,rust,128,34.31,26,0.0,35
x86,cold,ecc256_verify,rust,128,24.25,26,0.0,25
x86,cold,ecc256_verify,rust,128,21.72,26,0.0,22
x86,cold,ecc256_verify,rust,128,14.77,26,0.0,15
x86,cold,ecc256_verify,rust,128,25.92,26,0.0,26
x86,cold,ecc256_verify,rust,128,30.2,26,0.0,31
arm,cold,ecc256_verify,rust,128,404.51,22,42.79,448
arm,cold,ecc256_verify,rust,128,26.05,23,0.0,27
arm,cold,ecc256_verify,rust,128,40.77,23,0.0,41
arm,cold,ecc256_verify,rust,128,24.14,23,0.0,25
arm,cold,ecc256_verify,rust,128,41.45,23,0.0,42
arm,cold,ecc256_verify,rust,128,22.45,23,0.0,23
arm,cold,ecc256_verify,rust,128,24.94,23,0.0,25
arm,cold,ecc256_verify,rust,128,28.84,24,0.0,29
arm,cold,ecc256_verify,rust,128,24.34,24,0.0,25
arm,cold,ecc256_verify,rust,128,26.12,24,0.0,27
arm,cold,ecc256_verify,rust,128,28.53,24,0.0,29
arm,cold,ecc256_verify,rust,128,24.98,24,0.0,25
arm,cold,ecc256_verify,rust,128,28.34,24,0.0,29
arm,cold,ecc256_verify,rust,128,65.13,24,0.0,66
arm,cold,ecc256_verify,rust,128,23.83,24,0.0,24
arm,cold,ecc256_verify,rust,128,22.36,24,0.0,23
